MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours
1519400,2013,#88,Kentucky (East),Knott,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,199206,43,84063
1519416,2013,Bearville,Kentucky (East),Knott,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,350610,42,88763
1519437,2013,S-14 Trace Fork,Kentucky (East),Knott,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Standville, KY 41659", ,Appalachia Central,135519,27,33242
1519559,2013,C 3,Kentucky (East),Knott,Active,Underground,Independent Producer Operator,Mine only,Cbl Mining Llc,"P.O. Box 69, Garrett, KY 41630", ,Appalachia Central,53140,27,32137
1519586,2013,Hwm Ms0002,Kentucky (East),Knott,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839", ,Appalachia Central,77660,7,13634
1517288,2013,No. 4,Kentucky (East),Knox,Permanently abandoned,Underground,Independent Producer Operator,Mine only,D + R Coal Inc,"247 Hooker Branch Rd, Barbourville, KY 40906", ,Appalachia Central,2238,11,2952
1517691,2013,Mine #3,Kentucky (East),Knox,Active,Underground,Independent Producer Operator,Mine only,Alden Resources Llc,"332  W Cumberland Gap Pkwy, Corbin, KY 40701", ,Appalachia Central,62750,53,117365
1519187,2013,Shm-10 (Flag Ridge),Kentucky (East),Knox,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,49037,8,6904
1519324,2013,Mountainside Wash Plant,Kentucky (East),Knox,Active,Surface,Independent Producer Operator,Preparation Plant,Mountainside Coal Company Inc,"7692 So. Hwy 25w, Williamsburg, KY 40769", ,Appalachia Central,0,6,13227
1519387,2013,Logan Hollow #1,Kentucky (East),Knox,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W Cumberland Gap Pkwy, Corbin, KY 40701", ,Appalachia Central,91180,22,48273
1519486,2013,"Davex Energy, Llc #1",Kentucky (East),Knox,Active,Underground,Independent Producer Operator,Mine only,"Davex  Energy, Llc","P.O. Box 856, Jellico, TN 37762", ,Appalachia Central,18064,8,12761
1519552,2013,Hubbs Creek Surface Mine,Kentucky (East),Knox,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mountainside Coal,"7692 S. Hwy. 25w, Williamsburg, KY 40769", ,Appalachia Central,19610,13,17639
1519611,2013,Tinsley Branch,Kentucky (East),Knox,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,62805,15,27020
1519627,2013,Flag Ridge Job,Kentucky (East),Knox,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal Company,"7692 S. Hwy 25w, Williamsburg, KY 40769", ,Appalachia Central,78485,28,73045
1519706,2013,No. 3,Kentucky (East),Knox,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"D & R Coal, Inc.","247 Hooker Branch Rd., Barbourville, KY 40906", ,Appalachia Central,1914,3,345
1519662,2013,Nineva Mine,Kentucky (East),Laurel,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Clay Laurel Mining, Inc.","P.O. Box 25, Avawam, KY 41713", ,Appalachia Central,8759,4,2050
1519671,2013,Laurel No. 1,Kentucky (East),Laurel,Permanently abandoned,Surface,Independent Producer Operator,Mine only,T&t Coal Inc.,"6283 Hwy 472, Manchester, KY 40962", ,Appalachia Central,15437,7,11267
4407085,2013,Ghm #37,Kentucky (East),Laurel,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Green Hill Mining, Inc.","P.O. Box 760, London, KY 40743", ,Appalachia Central,8736,2,1951
1513418,2013,Dredge #1,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Big Sandy Resources Inc,"31 Emerald Lane, Louisa, KY 41230", ,Appalachia Central,7569,6,7505
1516580,2013,Auger Mine No 6,Kentucky (East),Lawrence,Permanently abandoned,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,6741,3,1232
1518454,2013,Auger Mine No 29,Kentucky (East),Lawrence,Temporarily closed,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,5871,3,1683
1518691,2013,No. 41 Auger S/N 41,Kentucky (East),Lawrence,Temporarily closed,Surface,Independent Producer Operator,Mine only,"K-Jac Energy, Inc.","P.O. Box 1384, Paintsville, KY 41240", ,Appalachia Central,9160,3,2461
1518829,2013,Cam Creek Mine,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Kentucky Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,14569,9,9695
1519467,2013,Mine No. 3,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Roadway Unlimited Llc,"28729 Amber Lea Lane, Catlettsburg, KY 41230", ,Appalachia Central,21026,10,15127
1519509,2013,No 7,Kentucky (East),Lawrence,Active,Underground,Independent Producer Operator,Mine only,Coalburg Enterprises Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,336061,51,126651
1519609,2013,Ridgeline Coal Llc Job #4,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Ridgeline Coal Llc,"853 Crestwood Drive, Prestonsburg, KY 41653", ,Appalachia Central,101971,12,34344
1519660,2013,No. 7,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,146701,32,84872
1519691,2013,Cam Creek 107,Kentucky (East),Lawrence,Permanently abandoned,Surface,Independent Producer Operator,Mine only,L C & C Energy Inc,"P.O. Box 97, Middlesboro, KY 40965", ,Appalachia Central,4717,7,2411
1512753,2013,Calvary No 81,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Co,"P.O. Box 47, Slemp, KY 41763", ,Appalachia Central,415418,119,242147
1516098,2013,Beech Fork Coal Prep Facility,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Preparation Plant,Shamrock Coal Company Inc,"1374 Highway 192 East, London, KY 40741", ,Appalachia Central,0,23,47220
1517746,2013,Thunder Ridge Mine,Kentucky (East),Leslie,Active,Surface,Operating Subsidiary,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701", ,Appalachia Central,286064,44,90853
1518376,2013,Beechfork Mine,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corp,"Route 2008 Box 351-A, Big Laurel, KY 40808", ,Appalachia Central,337205,91,207497
1519008,2013,Owls Nest Job #8,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,150622,17,42701
1519301,2013,Bear Branch,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,363409,35,106860
1519384,2013,Oldhouse Branch,Kentucky (East),Leslie,Active,Underground,Independent Producer Operator,Mine only,Bledsoe Coal Corporation,"Rt. 2008 Box 351a, Big Laurel, KY 40808", ,Appalachia Central,197027,56,118642
1519441,2013,Aces Branch Mine #9,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,B & W Resources Inc,"300 Liperote Way, London, KY 40741", ,Appalachia Central,104220,11,25499
1519550,2013,Begley Resources #1,Kentucky (East),Leslie,Temporarily closed,Surface,Independent Producer Operator,Mine only,"T & T Energy, Llc","P.O. Box 1433, London, KY 40743", ,Appalachia Central,152361,34,65027
1519679,2013,Army Trail #1,Kentucky (East),Leslie,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 1433, London, KY 40743", ,Appalachia Central,22182,15,19991
1511121,2013,Roxana Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Enterprise Mining Company Llc,"5703 Crutchfield Dr, Norton, VA 24273", ,Appalachia Central,0,32,60389
1516577,2013,Mill Creek Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,0,11,40093
1517965,2013,S-6 Little Creek,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,505321,36,108174
1517993,2013,#7,Kentucky (East),Letcher,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co Inc,"5363 Collins Hwy, Pikeville, KY 41501", ,Appalachia Central,74535,21,54828
1518323,2013,Doty Creek,Kentucky (East),Letcher,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,59199,29,12465
1518340,2013,Mine No 4,Kentucky (East),Letcher,Permanently abandoned,Underground,Independent Producer Operator,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807", ,Appalachia Central,4530,23,18449
1518481,2013,Sandlick No. 1,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"Halco Services, Llc","282 Straight Fork Rd, Cornettsville, KY 41731", ,Appalachia Central,30882,7,10540
1518566,2013,Auger Mine No 35,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,11356,2,3373
1518732,2013,Mine No 5,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807", ,Appalachia Central,314293,70,135191
1518737,2013,No 29 Auger,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bolling Excavating Llc,"P.O. Box 701, Pound, VA 24279", ,Appalachia Central,5295,2,502
1518988,2013,Red Fox,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"H & D Coal Co., Inc.","P.O. Box 490, Whitesburg, KY 41858", ,Appalachia Central,51448,22,46561
1519181,2013,H-4,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,238499,13,32673
1519252,2013,Mine No. 8,Kentucky (East),Letcher,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Hubble Mining Co. Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,112378,29,34466
1519327,2013,Mine #2,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Clark Mining, Inc","P.O. Box 551, Cumberland, KY 40823", ,Appalachia Central,72512,23,51168
1519532,2013,Access Energy,Kentucky (East),Letcher,Active,Underground,Independent Producer Operator,Mine only,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41501", ,Appalachia Central,293401,53,144088
1519533,2013,Trace Fork 1,Kentucky (East),Letcher,Active,Underground,Independent Producer Operator,Mine only,Cumberland River Coal Company,"P.O. Box 109, Applachia, VA 24216", ,Appalachia Central,375524,82,207320
1519577,2013,No 3,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Mjk Mining Inc,"282 Straight Fork Rd, Cornettsville, KY 41731", ,Appalachia Central,28625,7,8496
1519632,2013,Dogwood #5 Mine,Kentucky (East),Letcher,Temporarily closed,Underground,Contractor,Mine only,Old Dominion Energy Inc,"45 Stamper Lane, Pikeville, KY 41501", ,Appalachia Central,35430,9,13277
1519641,2013,No. 2 Auger,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"Black Pearl Resources, Llc","125 Locust Drive, Pikeville, KY 41501", ,Appalachia Central,2400,3,160
1519663,2013,Ghm #56,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"6109 S. Us Hwy 25, Corbin, KY 40701", ,Appalachia Central,33072,2,3497
1519664,2013,Auger # 50,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Tackett & Edmonds Contracting,"9210 Elkhorn Creek Rd, Ashcamp, KY 41512", ,Appalachia Central,1560,2,475
1519666,2013,Mine No 6,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807", ,Appalachia Central,51824,95,50925
1519681,2013,1,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Adams & Burke Contractors & De,"P.O. Box 84, Isom, KY 41824", ,Appalachia Central,47381,14,10496
4609321,2013,No 34 Auger,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Mjk Mining Inc,"3371 Mills St., North Bend, OH 45052", ,Appalachia Central,2131,2,480
1518234,2013,Grand River Terminal,Kentucky (East),Livingston,Active,Surface,Independent Producer Operator,Preparation Plant,Kinder Morgan Operating Lp C,"1020 Dover Rd, Grand Rivers, KY 42045",United Mine Workers of America,Appalachia Central,0,24,50608
1518234,2013,Grand River Terminal,Kentucky (East),Livingston,Active,Underground,Independent Producer Operator,Preparation Plant,Kinder Morgan Operating Lp C,"1020 Dover Rd, Grand Rivers, KY 42045",United Mine Workers of America,Appalachia Central,0,24,50608
1518912,2013,Island Dock,Kentucky (West),Mclean,Active,Surface,Independent Producer Operator,Preparation Plant,"Kenamerican Resources, Inc.","P.O. Box 427, Coshocton, OH 43812", ,Illinois Basin,0,4,5586
1518912,2013,Island Dock,Kentucky (West),Mclean,Active,Underground,Independent Producer Operator,Preparation Plant,"Kenamerican Resources, Inc.","P.O. Box 427, Coshocton, OH 43812", ,Illinois Basin,0,3,5586
1518442,2013,Auger Mine No 28,Kentucky (East),Magoffin,Temporarily closed,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,2058,2,538
1518947,2013,Bull Creek Surface Mine,Kentucky (East),Magoffin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839", ,Appalachia Central,786,2,227
1519146,2013,Diablo West Surface,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,Licking River Mining Llc,"P.O. Box 637, West Liberty, KY 41472", ,Appalachia Central,861908,109,268579
1519200,2013,No. 1,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,Middle Fork Development Servic,"P.O. Box 505, Staffordsvill, KY 41256", ,Appalachia Central,166596,19,45421
1519459,2013,Right Oakley Surface,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,"Licking River Mining, Llc","P.O. Box 637, West Liberty, KY 41472", ,Appalachia Central,521834,55,143666
4003398,2013,Shm-75,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,106138,9,15306
1504020,2013,Mine #1,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Peter Cave Mining Co.,"P.O. Box 5002, Inez, KY 41224", ,Appalachia Central,0,18,31913
1505106,2013,Preparation Plant,Kentucky (East),Martin,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Martin County Coal Corp,"3185 Middle Fork Wolf Creek Ro, Inez, KY 41224", ,Appalachia Central,0,11,25352
1505106,2013,Preparation Plant,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Martin County Coal Corp,"3185 Middle Fork Wolf Creek Ro, Inez, KY 41224", ,Appalachia Central,0,12,25353
1506268,2013,Pevler Plant,Kentucky (East),Martin,Active,Surface,Contractor,Preparation Plant,Pinnacle Processing Inc,"P.O. Box 399, Lovely, KY 41231", ,Appalachia Central,0,14,32743
1506268,2013,Pevler Plant,Kentucky (East),Martin,Active,Underground,Contractor,Preparation Plant,Pinnacle Processing Inc,"P.O. Box 399, Lovely, KY 41231", ,Appalachia Central,0,68,159862
1514324,2013,P-2,Kentucky (East),Martin,Active,Underground,Operating Subsidiary,Preparation Plant,"Genesis Coal Services, Llc","9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,0,20,40453
1517954,2013,Prep Plant #2,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,0,16,39751
1517954,2013,Prep Plant #2,Kentucky (East),Martin,Active,Underground,Independent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,0,16,38192
1518326,2013,No 4,Kentucky (East),Martin,"Active, men working, not producing",Surface,Contractor,Mine only,Mayo Resources Inc,"Rte. 292, Lovely, KY 41231", ,Appalachia Central,182753,29,69237
1518384,2013,#5,Kentucky (East),Martin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,40,1,726
1518575,2013,No. 1,Kentucky (East),Martin,Active,Underground,Contractor,Mine only,Matrix Energy Llc,"Rt. 292    P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,1431198,218,557560
1518839,2013,Van Lear,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Revelation Energy, Llc","9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,751111,166,360519
1519488,2013,No. 25,Kentucky (East),Martin,Active,Underground,Independent Producer Operator,Mine only,Eagle Coal Company Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,273727,59,134309
1519557,2013,H-1,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,81971,8,27062
1519566,2013,#6,Kentucky (East),Martin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,162757,21,49797
4609370,2013,Highwall Miner # 57,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,186083,23,53428
1517741,2013,Paradise #9,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Kenamerican Resources Inc,"297a State Route 2551, Bremen, KY 42325", ,Illinois Basin,2418902,271,697868
1518134,2013,Halls Creek Mine,Kentucky (West),Muhlenberg,Temporarily closed,Surface,Independent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330", ,Illinois Basin,280287,23,39821
1519205,2013,Brc Minuteman Llc,Kentucky (West),Muhlenberg,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Brc Minuteman Llc,"6601 Highway 181 North, Greenville, KY 42345", ,Illinois Basin,0,12,24415
1519356,2013,Parkway Mine Surface Facilitie,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Preparation Plant,"Armstrong Coal Company, Inc.","407 Brown Rd., Madisonville, KY 42431", ,Illinois Basin,0,23,43068
1519358,2013,Parkway Mine,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,1347372,168,398460
1519165,2013,Midway Coal Handling Facility,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,0,22,45214
1519165,2013,Midway Coal Handling Facility,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Preparation Plant,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,0,20,40096
1519217,2013,Midway Mine,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,Armstrong Coal Company Inc.,"407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,1319848,108,230708
1519344,2013,Equality,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,2704744,152,381156
1519345,2013,Armstrong Prep And Dock Facili,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Preparation Plant,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,0,39,80330
1519345,2013,Armstrong Prep And Dock Facili,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Preparation Plant,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,0,31,63117
1519511,2013,Lewis Creek,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Armstrong Coal Co., Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,927727,63,111344
1519535,2013,Kronos Mine,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","Mantanzas Road, Centertown, KY 42323", ,Illinois Basin,2591159,262,643553
1519555,2013,N.A.A.M. No. 21,Kentucky (West),Ohio,Temporarily closed,Surface,Independent Producer Operator,Mine only,"North American Auger Mining, I","P.O. Box 199, Conesville, OH 43811", ,Illinois Basin,27276,5,4250
1519669,2013,Lewis Creek Underground Mine,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,618495,101,230390
1519683,2013,P.Ridge Mine-South Pit,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,26300,5,2932
1503627,2013,#20 Strip Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,385126,38,98104
1505151,2013,Jeff Tipple,Kentucky (East),Perry,Temporarily closed,Surface,Independent Producer Operator,Preparation Plant,Blue Diamond Coal Co.,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,0,5,11464
1505245,2013,Hoyt Tipple,Kentucky (East),Perry,Temporarily closed,Surface,Independent Producer Operator,Preparation Plant,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington,, KY 40509", ,Appalachia Central,0,12,35089
1505485,2013,Preparation Plant,Kentucky (East),Perry,Active,Surface,Contractor,Preparation Plant,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,0,22,54091
1505485,2013,Preparation Plant,Kentucky (East),Perry,Active,Underground,Contractor,Preparation Plant,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,0,61,146247
1509636,2013,#77,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,235543,50,101867
1513495,2013,Kentucky River Loading,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Preparation Plant,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,0,54,135273
1513495,2013,Kentucky River Loading,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Preparation Plant,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,0,13,33818
1513936,2013,Frasure Creek Mine No 6,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Frasure Creek Mining, Llc.","4978 Teays Valley Rd, Scott Depot, WV 25560", ,Appalachia Central,9358,14,24808
1516353,2013,No. 64 Plant,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Preparation Plant,Blue Diamond Coal Co.,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,0,11,21544
1516353,2013,No. 64 Plant,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Preparation Plant,Blue Diamond Coal Co.,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,0,17,32315
1516520,2013,76  Plant,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Preparation Plant,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,0,27,56881
1516883,2013,Combs Branch Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,1373084,86,197426
1517478,2013,#75,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 47, Slemp, KY 41763", ,Appalachia Central,248590,65,131193
1517497,2013,#68,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,434391,98,215139
1518526,2013,Jakes Branch Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining L,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,315794,30,83307
1518565,2013,E4-1,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 South Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,435827,106,244572
1518662,2013,E3-1,Kentucky (East),Perry,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,112428,41,99771
1518738,2013,Buckeye Strip #1,Kentucky (East),Perry,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,133039,43,92454
1518769,2013,Blue Ridge Surface Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Cumberland River Coal Company,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,Appalachia Central,4438,17,34771
1518777,2013,Hazard Job #6,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,B & W Resources Inc.,"300 Liperote Way, London, KY 40741", ,Appalachia Central,8810,3,2774
1518781,2013,Chavies Job #7,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"B & W Resources, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,385229,49,117533
1518966,2013,East Mac & Nellie,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701", ,Appalachia Central,1148184,110,246175
1518978,2013,Buckeye Highwall Miner,Kentucky (East),Perry,Temporarily closed,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,164140,10,23502
1519015,2013,E4-2,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,895609,158,386188
1519255,2013,Montgomery Creek,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,264514,47,105036
