MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours
4609198,2013,Caretta #3 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Rs Mining Inc,"P.O. Box 1090, Oceana, WV 24870", ,Appalachia Central,91825,13,24843
4609207,2013,Mine No 2,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Harman Branch Mining Inc,"Hc 32 Box 588, War, WV 24892", ,Appalachia Central,56095,18,35547
4609257,2013,No. 17,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Fool's Gold Energy Corporation,"P.O. Box 293, Ikes Fork, WV 24845", ,Appalachia Central,57603,27,47387
4609261,2013,Mine No. 39,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740", ,Appalachia Central,563150,125,333257
4609271,2013,Mine No 3,West Virginia (Southern),Mcdowell,Active,Underground,Contractor,Mine only,Ambush Mining Inc,"Hc 32 Box 588, War, WV 24892", ,Appalachia Central,56048,17,32669
4609298,2013,Mine No. 40,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740", ,Appalachia Central,221951,51,121783
4609300,2013,Redhawk Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604", ,Appalachia Central,153496,37,107832
4609340,2013,Horse Creek No. 2,West Virginia (Southern),Mcdowell,Temporarily closed,Underground,Independent Producer Operator,Mine only,Erun Coal Sales Inc.,"P.O. Box 2037, Pikeville, KY 41502", ,Appalachia Central,9207,6,1697
4609348,2013,Horse Creek No 1,West Virginia (Southern),Mcdowell,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801", ,Appalachia Central,180176,68,157630
4609357,2013,Cougar Processing Plant,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Preparation Plant,Cougar Processing Llc,"202 Princeton Ave, Princeton, WV 24740", ,Appalachia Central,0,4,10000
4609357,2013,Cougar Processing Plant,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Preparation Plant,Cougar Processing Llc,"202 Princeton Ave, Princeton, WV 24740", ,Appalachia Central,0,18,40001
4609378,2013,Mine No. 42,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740", ,Appalachia Central,177908,51,133065
4609386,2013,Quarry No 2,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Gmax Quarry, Inc.","3324 Pennsylvania Ave, Suite B, Charleston, WV 25302", ,Appalachia Central,2082,5,3701
4609387,2013,Lower War Eagle Mine,West Virginia (Southern),Mcdowell,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801", ,Appalachia Central,256905,65,138251
4609395,2013,Dry Branch Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604", ,Appalachia Central,278040,52,88567
4609426,2013,Garland Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Stollings Trucking Co., Inc.","P.O. Box 328, Mount Gay, WV 25637", ,Appalachia Central,25666,11,20932
4609431,2013,Spice Creek Strip,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Pacificorp, Llc","3324 Pennsylvania Ave. Ste 203, Charleston, WV 25302", ,Appalachia Central,8285,3,2480
4609454,2013,Bishop Loadout,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Preparation Plant,"M & P Services, Inc.","100 Cranberry Creek Road, Beckley, WV 25801", ,Appalachia Central,0,6,14897
4609454,2013,Bishop Loadout,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Preparation Plant,"M & P Services, Inc.","100 Cranberry Creek Road, Beckley, WV 25801", ,Appalachia Central,0,5,14896
4609455,2013,Sewell Mine R,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Avenue, Bluefield, VA 24605", ,Appalachia Central,48745,13,21023
4609481,2013,Red Ash Highwall Mine #1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Dalton Enterprise, Inc.","P.O. Box 309, Prosperity, WV 25909", ,Appalachia Central,684,8,2456
3609197,2013,3200,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,16201,3,4740
4601318,2013,Robinson Run No 95,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"79 Camp Run Road, Mannington, WV 26582",UNIT,Appalachia Northern,5700956,568,1345032
4601433,2013,Loveridge #22,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 40, Fairview, WV 26570",United Mine Workers of America,Appalachia Northern,5307709,669,1480020
4608264,2013,Grant Town Power Plant,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Preparation Plant,American Bituminous Power Part,"P.O. Box 159, Grant Town, WV 26574", ,Appalachia Northern,0,14,6492
4609050,2013,Barrackville Refuse Pile,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,"Lp Mineral, Llc","471 John Fox Road, Morgantown, WV 26501", ,Appalachia Northern,195099,8,23750
4609302,2013,Arco No. 1 Mine,West Virginia (Northern),Marion,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Dana Mining Company, Llc","308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,1659,4,3175
4601436,2013,Shoemaker Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"Rd 1 Box 62a, Dallas, WV 26036",UNIT,Appalachia Northern,5619263,726,1658612
4601437,2013,Mcelroy Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Mcelroy Coal Company,"46226 National Rd, St. Clairsvil, OH 43950",UNIT,Appalachia Northern,9403070,957,2194378
4609311,2013,Mine No. 1,West Virginia (Southern),Mercer,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","P.O. Box 1363, Princeton, WV 24740", ,Appalachia Central,251128,23,71014
4602489,2013,No 1 Strip,West Virginia (Northern),Mineral,Temporarily closed,Surface,Independent Producer Operator,Mine only,D & L Coal Company Inc,"Rte 6,  Box 6192, Keyser, WV 26726", ,Appalachia Northern,11182,3,4808
4609196,2013,Piedmont Mine,West Virginia (Northern),Mineral,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Duckworth Coal Inc,"19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,48130,5,12785
4605649,2013,Delbarton Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Delbarton Mining Company,"P.O. Box 1098, Holden, WV 25625", ,Appalachia Central,0,9,21817
4605649,2013,Delbarton Preparation Plant,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Preparation Plant,Delbarton Mining Company,"P.O. Box 1098, Holden, WV 25625", ,Appalachia Central,0,19,48562
4605890,2013,Miller Creek Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,0,3,7062
4605890,2013,Miller Creek Preparation Plant,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Preparation Plant,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,0,19,43380
4606089,2013,Minway Surface,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,148943,10,23089
4607165,2013,North Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Mine only,Highland Mining Company,"P.O. Box 1100, Holden, WV 25625", ,Appalachia Central,597162,61,147548
4607406,2013,Mingo No 1,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Hampden Coal Company Llc,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,0,1,2120
4607406,2013,Mingo No 1,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Preparation Plant,Hampden Coal Company Llc,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,0,35,68537
4607545,2013,Mine No 1,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Premium Energy Llc,"P.O. Box 1098, Holden, WV 25625", ,Appalachia Central,254449,59,124527
4607695,2013,Lower Pete Branch Alma Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Chafin Branch Coal Co Llc,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,42820,9,17643
4607985,2013,Black Bear Preparation Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,"Brooks Run South Mining, Llc","208 Business St., Beckley, WV 25801", ,Appalachia Central,0,2,3696
4607985,2013,Black Bear Preparation Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Brooks Run South Mining, Llc","208 Business St., Beckley, WV 25801", ,Appalachia Central,0,15,33260
4608122,2013,Glen Alum Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651", ,Appalachia Central,0,18,48750
4608495,2013,Auger #1,West Virginia (Southern),Mingo,Temporarily closed,Surface,Independent Producer Operator,Mine only,J & L Auger Inc,"P.O. Box 4308, Chapmanville, WV 25508", ,Appalachia Central,3901,2,812
4608563,2013,Ragland Loadout,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Phoenix Coal-Mac Mining Inc,"P.O. Box 1050, Holden, WV 25625", ,Appalachia Central,0,37,49674
4608626,2013,Tug Fork Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Preparation Plant,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41501", ,Appalachia Central,0,8,24812
4608632,2013,No 9 Surface,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Premium Energy Llc,"P.O. Box 1098, Holden, WV 25625", ,Appalachia Central,35222,11,22881
4608715,2013,Pond Creek Mine No. 1,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651", ,Appalachia Central,61522,27,65335
4608730,2013,Mountaineer Alma A Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business St., Beckley, WV 25801", ,Appalachia Central,53396,40,91908
4608778,2013,No 3,West Virginia (Southern),Mingo,Temporarily closed,Underground,Operating Subsidiary,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,61488,54,48187
4608808,2013,Ruby Energy,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Mine only,"Spartan Mining Co., Inc.","P.O. Box 1120, Holden, WV 25625", ,Appalachia Central,924752,173,404049
4608812,2013,Upper Cedar Grove No 4,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651", ,Appalachia Central,365,4,6404
4608930,2013,Grapevine South Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Contractor,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,321883,42,98439
4609018,2013,No. 8,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Mine only,"Rockhouse Creek Development, L","P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,353877,118,230527
4609035,2013,Mt-34/Peg Fork,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,316437,18,38575
4609075,2013,Mt-101,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,1108008,68,185025
4609185,2013,Mt-13/500,West Virginia (Southern),Mingo,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,25573,4,8145
4609215,2013,Upper Cedar Grove Mine No 5,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651", ,Appalachia Central,77989,30,73628
4609272,2013,Lower Alma No 6,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651", ,Appalachia Central,68485,26,59169
4609277,2013,Alma No 1 Deep Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,493534,59,150311
4609279,2013,No. 3-A Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,4872,27,19366
4609345,2013,Remining #3,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,143443,8,25164
4609362,2013,Mine No. 5,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,C K Coal Corporation,"P.O. Box 1805, Gilbert, WV 25621", ,Appalachia Central,132564,24,38360
4609424,2013,Mt-34 Underground Mine,West Virginia (Southern),Mingo,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,19953,17,2836
4609468,2013,No. 3b Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rockhouse Creek Development  L,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,30534,66,30035
4601456,2013,Federal No 2,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Eastern Associated Coal Llc,"1044 Miracle Run Rd, Fairview, WV 26570",UNIT,Appalachia Northern,3363090,516,1147376
4601968,2013,Blacksville No 2,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 132, Blacksville, WV 26521",United Mine Workers of America,Appalachia Northern,3139164,470,932334
4604387,2013,Prime No. 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine only,Dana Mining Company Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,1223827,186,437444
4605589,2013,Crawdad No 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine only,Red Bone Mining Company,"27 Pinnacle Lane, Morgantown, WV 26508", ,Appalachia Northern,349247,47,99804
4605995,2013,Preparation Plant No 1,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,0,38,77065
4606556,2013,River Terminal,West Virginia (Northern),Monongalia,Active,Surface,Operating Subsidiary,Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,0,1,2659
4606556,2013,River Terminal,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,0,10,19499
4607355,2013,Bucy Job,West Virginia (Northern),Monongalia,Active,Surface,Independent Producer Operator,Mine only,Shafer Brothers Construction I,"668 Lower Hildebrand Rd, Morgantown, WV 26501", ,Appalachia Northern,95428,10,13184
4609408,2013,Laurita Surface Mine,West Virginia (Northern),Monongalia,Active,Surface,Independent Producer Operator,Mine only,Scjl Co-Leasing Corp. Inc.,"8 Hunter Zane Rd, Fairmont, WV 26554", ,Appalachia Northern,25022,3,3540
4603202,2013,No 1 Preparation Plant,West Virginia (Southern),Nicholas,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Green Valley Coal Company,"P.O. Box 190, Leivasy, WV 26676", ,Appalachia Central,0,42,90484
4606870,2013,No 1 Surface,West Virginia (Southern),Nicholas,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Alex Energy Inc,"P.O. Box 857, Summersville, WV 26651", ,Appalachia Central,176866,62,133295
4606880,2013,Power Mountain Processing,West Virginia (Southern),Nicholas,Active,Surface,Operating Subsidiary,Preparation Plant,Power Mountain Coal Company,"P.O. Box 707, Summersville, WV 26651",United Mine Workers of America,Appalachia Central,0,2,4550
4606880,2013,Power Mountain Processing,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Preparation Plant,Power Mountain Coal Company,"P.O. Box 707, Summersville, WV 26651",United Mine Workers of America,Appalachia Central,0,20,46008
4607334,2013,Meadow Creek Minerals Mine,West Virginia (Southern),Nicholas,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Meadow Creek Minerals, Llc","P.O. Box 2268, Beckley, WV 25802", ,Appalachia Central,3460,3,3370
4608365,2013,Grassy Creek No 1,West Virginia (Southern),Nicholas,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,White Buck Coal Company,"P.O. Box 180, Leivasy, WV 26676", ,Appalachia Central,255263,98,232190
4608675,2013,Crooked Run Surface Mine,West Virginia (Southern),Nicholas,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Atlantic Leaseco, Llc","702 Professional Park Dr  Suit, Summersville, WV 26651", ,Appalachia Central,19299,2,5222
4608787,2013,Jerry Fork Eagle,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Mine only,Alex Energy Inc,"P.O. Box 857, Summersville, WV 26651", ,Appalachia Central,430719,113,258869
4609266,2013,Hominy Creek Mine,West Virginia (Southern),Nicholas,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,White Buck Coal Company,"P.O. Box 150, Leivasy, WV 26676", ,Appalachia Central,230332,59,131501
4609420,2013,Ike Fork 5 Block Deep Mine,West Virginia (Southern),Nicholas,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Little Eagle Coal Company, L.L","P.O. Box 134, Bickmore, WV 25019", ,Appalachia Central,4358,3,2104
4609440,2013,Rock Camp Surface No. 1,West Virginia (Southern),Nicholas,Active,Surface,Independent Producer Operator,Mine only,Spring Creek Energy,"800 Main Street, Summersville, WV 26651", ,Appalachia Central,27716,11,13154
4608864,2013,Tunnel Ridge Mine,West Virginia (Northern),Ohio,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Tunnel Ridge, Llc","2596 Battle Run Road, Triadelphia, WV 26059", ,Appalachia Northern,3694046,423,874542
4605252,2013,Beckley Pocahontas Mine,West Virginia (Southern),Raleigh,Active,Underground,Independent Producer Operator,Mine only,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836", ,Appalachia Central,1122921,290,625505
4605317,2013,Goals Preparation Plant,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Preparation Plant,Goals Coal Company,"P.O. Box 457, Whitesville, WV 25209",United Mine Workers of America,Appalachia Central,0,16,29871
4607191,2013,Josephine No 2 Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801", ,Appalachia Central,169346,62,149195
4608266,2013,Josephine No 3 Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801", ,Appalachia Central,190498,61,176871
4608315,2013,Brushy Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,479285,148,337244
4608374,2013,Marfork Processing,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,0,76,140734
4608551,2013,Marsh Fork Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,215733,75,166033
4608716,2013,Tams No.1 Surface Mine,West Virginia (Southern),Raleigh,Active,Surface,Independent Producer Operator,Mine only,"Tams Management, Inc","5957 Windswept Blvd, Wise, VA 24293", ,Appalachia Central,290422,60,133141
4608758,2013,Eagle #1,West Virginia (Southern),Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Rhino Eastern Llc,"P.O. Box 260, Bolt, WV 25817", ,Appalachia Central,80424,28,82998
4608829,2013,Beckley Crystal,West Virginia (Southern),Raleigh,Active,Underground,Contractor,Mine only,Baylor Mining Inc,"P.O. Box 577, Mabscott, WV 25871", ,Appalachia Central,194242,47,111430
4608873,2013,East Gulf Preparation Plant,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Preparation Plant,Pocahontas Coal Company Llc,"109 Appalachian Dr, Beckley, WV 25801", ,Appalachia Central,0,16,36856
4608873,2013,East Gulf Preparation Plant,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,Pocahontas Coal Company Llc,"109 Appalachian Dr, Beckley, WV 25801", ,Appalachia Central,0,16,36856
4608878,2013,Affinity Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"P.O. Box 267, Midway, WV 25878", ,Appalachia Central,599503,202,440147
4608879,2013,Affinity Preparation Plant,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Preparation Plant,"Affinity Coal Company, Llc","P.O. Box 267, Midway, WV 25878", ,Appalachia Central,0,0,415
4608879,2013,Affinity Preparation Plant,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,"Affinity Coal Company, Llc","P.O. Box 267, Midway, WV 25878", ,Appalachia Central,0,24,41104
4608977,2013,Edwight Surface Mine,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Alex Energy Inc,"8641 Coal River Road, Naoma, WV 25140", ,Appalachia Central,1018102,137,346837
4609026,2013,Ewing Fork No. 1 Surface Mine,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Pioneer Fuel Corporation,"4101 Slate Drive, Scarbro, WV 25917", ,Appalachia Central,857168,87,224365
4609048,2013,Slip Ridge Cedar Grove Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Inc.","P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,549510,119,282931
4609091,2013,Horse Creek Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,424861,106,233970
4609092,2013,Allen Powellton Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,337922,54,123691
4609096,2013,Pocahontas Highwall Mines,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Pocahontas Coal Company, Llc","109 Appalachian Drive, Beckley, WV 25801", ,Appalachia Central,335298,39,145436
4609176,2013,Beetree Surface Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,10550,5,10856
4609216,2013,Beckley Pocahontas Plant,West Virginia (Southern),Raleigh,Active,Underground,Independent Producer Operator,Preparation Plant,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836", ,Appalachia Central,0,30,65773
4609409,2013,Shm 12-66,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Pioneer Fuel Corporation,"4101 Slate Dr., Scarbro, WV 25917", ,Appalachia Central,213306,15,36594
4606736,2013,Star Bridge Preparation Plant-,West Virginia (Northern),Randolph,Active,Underground,Independent Producer Operator,Preparation Plant,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280", ,Appalachia Northern,0,17,51619
4609007,2013,Beacon Knob Highwall Miner,West Virginia (Northern),Taylor,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Keystone Coal Reserves, Llc","2005 Webster Rd, Summersville, WV 26651", ,Appalachia Northern,17189,4,1829
4609191,2013,Leer Prep Plant,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Preparation Plant,Aci Tygart Valley,"2708 Cranberry Square, Morgantown, WV 26508", ,Appalachia Northern,0,30,63711
4609192,2013,Leer Mine,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Mine only,Aci Tygart Valley,"2708 Cranberry Square, Morgantown, WV 26508", ,Appalachia Northern,569488,386,790481
4609407,2013,Rager Surface Mine,West Virginia (Northern),Taylor,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Rebekah Coal Company, Inc.","P.O. Box 111, Independence, WV 26374", ,Appalachia Northern,494,3,680
3609383,2013,3119,West Virginia (Northern),Tucker,Temporarily closed,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,7482,3,1440
4609028,2013,Mountain View Mine,West Virginia (Northern),Tucker,Active,Underground,Operating Subsidiary,Mine only,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550", ,Appalachia Northern,2328708,235,473631
4609380,2013,Beacon Knob Mine,West Virginia (Northern),Tucker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Keystone Coal Reserves, Llc","116 Springer Lane, Somerset, PA 15501", ,Appalachia Northern,15537,10,7913
4605544,2013,Sawmill Run Preparation Plant,West Virginia (Northern),Upshur,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Wolf Run Mining Company,"Route 3, Box 146, Philippi, WV 26416", ,Appalachia Northern,0,4,9319
4608194,2013,Pleasant Hill Mine,West Virginia (Northern),Upshur,Active,Underground,Independent Producer Operator,Mine only,Carter Roag Coal Company,"1023 Lanham Cemetary Road, Tallmansville, WV 26237", ,Appalachia Northern,555882,134,273518
